// key	CHARACTER_PROFILE_DESC_
c155_like	She thinks the Master is her avid fan.
c155_love	She thinks the Master is her most precious fan.
c155_profile	It's been ten years since she debuted. Now, she's considered a grandma among girl groups. But the real problem isn't her age; it's that she couldn't sing to begin with and has never learned.\Her reputation hits rock bottom, and her agency gives up on her. While drowning her sorrows, her sorrowful voice draws the attention of a demon.\"Wow, she's totally tone deaf!" Her sad story moves the Master, who then recruits her. Now, will she get her break?
c156_interest	Children should\be doted on.
c156_like	You are a boy, are you not?\Act like it.
c156_love	That takes me back.
c156_profile	A Child named after Lady <Elizabeth>, who inspired vampiric legends.\Her pactmaker has a strange secret unknown even to demonkind. She is a queen who carries an aura of elegance and refinement. Occasionally, she remarks that she detects a "nostalgic smell," but what does that mean?\Her wish is to live forever.
c158_interest	You are truly a good friend.
c158_like	By the way...\You have a girlfriend?
c158_love	Yep, playboys are what do it for me after all! Sorry! That means you're out!
c158_profile	A Child born from a young woman who has never succeeded in love.\Responding to her pactmaker's wish to be doted upon, she was named after the water nymph, Naias, who kidnaps handsome men and drags them into the water. Naturally, she loves playboys. Whenever she sees a stud, she makes a beeline right for him.\It is in the height of such passion that she exemplifies her nature as a Naias.
c159_interest	Eve...
c159_like	How annoying.
c159_love	So insignificant.
c159_profile	A demon who's so fiercely in love that seems to have even forgotten\her promise to Eve for one of them to become the Archfiend. A master of disguise,\she can easily fool exorcists.\She worships the mysterious demon, Loki, like a god, and her feelings for him\are closer to religious zeal than affection.\We'll have to wait and see how those feelings develop.\
c164_interest	Hmph!\You're only pretending to know?
c164_like	Get away from me!
c164_love	Stay away! I don't like the way you make my heart pound...
c164_profile	A Child named after Ishtar, the ideal goddess.\She wears a straitjacket to suppress her desires, but in reality, it has the opposite effect. Her heart yearns to let those desires run free.\Ishtar plays at being cold to those she's taken a liking to. She professes to hate the young master, but only she knows what truly lies within her heart.
c167_interest	Do you require power?
c167_like	When I'm with you,\I can't stop talking.
c167_love	Let us tread the path\of demonhood together.
c167_profile	A Child born of a lonely but tough young woman.\She was named after Chang'e, the goddess who was exiled to the moon, as an homage to her pactmaker's loneliness. The monkey with her is named "Wukong." She is a sweet, kind Child. Perhaps in an effort to make a stronger connection with the unwary young master, she calls him "dear."\Her appearance belies no hint of the unimaginable power she possesses.
c169_interest	Ugh!\What a filthy kitchen!
c169_like	Would you like to try\some of my chocolates?
c169_love	Please...\accept my love.
c169_profile	A new life born of the undying soul fragment left behind by Delightful Eos's pactmaker.\She took the name Euros, because it sounds like Eos, the goddess of dawn. She is similar to Eos in some ways, and yet altogether different in others. She wants nothing more than to express her devotion through the gift of homemade chocolate.\She gets on well with Eos, perhaps because they come from the same pactmaker, and she is also close with Flavorful Goga, given the connection between their pactmakers as well.
c172_interest	Just because you're a demon,\it doesn't mean you have to act like one!
c172_like	I can feel the sadness\inside of you.
c172_love	May I be your friend?
c172_profile	A Child born of a nun-in-training who prays for Harlem Street.\She borrowed her name from Princess Una, a character in the story of "The Faerie Queen," to reflect her pactmaker's aim of reforming Harlem Street. She has a pure heart and does not act like a demon Child. She feels responsible for The Red Cross Knight, who protects her out of respect for their pactmakers' bond.\Maybe this time, she'll try protecting him instead.
c173_interest	Master? I know.
c173_like	Lazy, lazy...\Does that sound like me?
c173_love	If becoming the Archfiend is a pain,\why don't you play with me instead?
c173_profile	"Playing around is the best!"\A Child born of a pactmaker whose juvenile values are incomprehensible to adults.\She took the name Daoine Sidhe from fairies who love to sing and dance. Adults are too likely to scold her, so she's only close with young Childs.\Her curiosity is piqued by the deadly serious Lawful Shamash, who is her complete opposite.
c174_interest	Are you the demon everyone's talking about?
c174_like	Hey!\You should go on air!
c174_love	Do your best!\I only side with winners!
c174_profile	The most famous person in the "Night World," a lawless place where demons and their followers gather.\She is the star of Channel Evil, A.I. Yet A.I is only an alias, and no one knows her true name. She is neither human, nor demon, nor a follower of demonkind. Rumors abound as to who she really is, but none are credible.\She probably changes into a completely different person as soon as she steps off the stage.
c175_interest	I need to learn more.
c175_like	I obey only my master.
c175_love	My master will become Archfiend without fail.
c175_profile	A Child who acquired demonic power to protect his precious friend.\In order to keep Shining Una safe, he gladly took up the name Red Cross, after Princess Una's knight in "The Faerie Queen." He is faithful to the young master in a manner befitting his knightly status.\While he loves Una, he despises Covetous Mammon because their pactmakers are bound by a terrible fate.\His favorite pastime is choosing presents for Una.
c176_interest	How pathetic.
c176_like	Don't make me laugh.
c176_love	Good work, everyone.
c176_profile	A Child who the young master met working as a dealer in the Night World's Underground arena.\Eshu is known as the Cursed Child for having lost three masters in the arena already.\Temperamental and prone to following her whims, she has decided to become the young master's Child, but it is unclear how much of her heart is in it...
c178_interest	We'll part ways one day,\won't we?
c178_like	Hello. Won't you play with me?
c178_love	You're truly interesting, aren't you?
c178_profile	A Child born from a person who wished to become an intangible mirage.\Out of respect for her pactmaker, she took the name Morgana, after a sorceress who is known for her illusory magics. She is as inconspicuous as her name, escaping the notice of those right next to her, Childs included.\She floats in the air like a mirage.
c180_interest	You're Mona's servant?
c180_like	Hey, Mona!\Be mine!
c180_love	Mona!\Save me!
c180_profile	"All you need is money, women, and alcohol to be happy!"\"You can get anything if you make a pact with a demon!"\Rumors such as these swirl around Mammon, a Child who is the very embodiment of insatiable greed.\His name is taken from a demon who represents avarice. Arrogant and prone to positioning himself above everyone else, he regards himself as a king.\He fell in love with Mona at first sight, making his relationship with the young master strained at best.
c183_interest	Wretched beings...
c183_like	Be my messenger.
c183_love	My blessings be upon you.
c183_profile	A young woman who once fell victim to a new religion sought salvation from demons, her wishes giving birth to a Child who would become a goddess herself.\Taking her name from the mother goddess, Dana is so dignified that she speaks of herself as a deity.\She seems to have mysterious powers, perhaps because her pactmaker does as well, but the extent of her spiritual ability is unclear.
c184_interest	Don't confine me!
c184_like	Now, then! To paradise!
c184_love	If you become Archfiend,\will the Infernal Realm become a paradise?
c184_profile	Inspired by her pactmaker's heartfelt desire for freedom, she took the name Elysion, after the legendary island of paradise.\A rambunctious Child, she lives up to her namesake, and is always sneaking off to go "find paradise."\She also possesses her pactmaker's great love of the ocean, which is complicated by one tiny problem: She cannot swim.
c185_interest	Weakling...
c185_like	This guy is seriously\friends with my pactmaker?
c185_love	Fight me!\If you win, I'll listen to you!
c185_profile	He's garish, he's a lover, he's a Child like no other.\His rebellious, scrappy nature led him to take his name from the warrior known as Hermod. A keen troublemaker, he hates to lose, and fights his enemies with the power of all-consuming flame.\However, because of the bond their pactmakers share, he freezes like an antelope in headlights when he sees Hebe.
c186_interest	You're not my master.\You're the one I'm going to tame.
c186_like	If you can beat me--even once--I'll acknowledge you as my master.
c186_love	You're my one and only master.
c186_profile	Erebus sees others as beasts to break, so she goes around challenging anyone and everyone. The guard dog that protects her is so fierce that even Master has a hard time approaching her. As such, she's normally all alone. However, she mistakenly believes the reason for this is actually that others are in awe of her power. Her violent nature was slowly but surely escalating\to the point where she meant to break Master,\but then Harmonia, being a cut above her, threw a wrench into her plans.
c187_interest	Are you going to comfort me?
c187_like	I can see\your sadness.
c187_love	I want to see the\joyous world you'll make.
c187_profile	A woman who lost her only little brother to illness.\She has fallen into a deep sadness from which she cannot break free, and cannot such as recall how happiness ever felt. As a last resort, she sought help from demons as a means of dispelling her grief, but even now, it consumes her entirely. Her name comes from the sea goddess, Thetis, who lost her only son. Her heartache is unfathomably deep.\Instead of opening up to others, she tries to drown everything around her in sorrow.
c188_interest	You're a demon?\Doesn't that mean you're a bad guy?!
c188_like	I guess even demons\have their reasons.
c188_love	Let me know if you\ever need my help.
c188_profile	A hard-boiled sort of girl who gustily solves mysteries, Atalanta took her name from a great female warrior.\Every great detective needs a suitable assistant, so she became Running Seshat's comrade-in-arms out of respect for the relationship between their pactmakers.\A fighter through and through, she rushes in headfirst whenever she senses a case so that she can be the first to solve it.
c189_interest	Confess\your crimes!
c189_like	You committed a crime, didn't you?\Then confess!
c189_love	Confess! Confess!\Confess to me, pleeease!
c189_profile	"You there! And you, and you! All of you are evil! I must punish you all!"\Because she was born from the desire to mete out indiscriminate punishment, she took the name Kratos, which means power. She runs around telling everyone she meets to confess their crimes.\Even the innocent would be wise to play along and endure her punishment, because those who resist will find themselves subject to her unique brand of endless torment.
c190_interest	How was my\performance?
c190_like	You might have what it takes to be an actor.
c190_love	You'll be my supporting actor?\That makes me so happy!
c190_profile	A Child born of a feeble young girl who longed to become an actress. Out of respect for her pactmaker, who dreamed of taking on a thousand different personas, she named herself Isis, after the goddess who is a little sister, wife, mother, and magician all rolled into one. She acts every day, and her role changes depending on her mood. She is best at pretending to be a vicious mother-in-law. She has discovered the young master's talent for acting, and is thinking of mentoring him.
c191_interest	This wimp is\my master?
c191_like	I will be\your guardian.
c191_love	When you become Archfiend,\I'll recognize your talent.
c191_profile	Assertive and destructive, she took her name from the goddess of war, Sekhmet.\She is a tough warrior who thrives on competition, and enjoys working out every day.\Although she is the most vainglorious person in the universe, there is kindness in her heart reserved for frail women and children.
c193_interest	Become a Child?\Never!
c193_like	I hate demons!
c193_love	When I save Cain...
c193_profile	Virupa, an exorcist whose talent was discovered by Cain.\To her, Cain was not only her benefactor, but also her teacher and her family\—her whole life, even.\But then he was enticed by a demon\and committed an unforgivable sin.\After seeing him in that state, she decided she'd do anything to save him.\Even if that meant working together with demons.
c194_interest	I've decided to become the Archfiend.
c194_like	Ugh, you're so annoying.\What a nuisance.
c194_love	Don't go breaking on me.\I'll get bored.
c194_profile	A heartless Child who feels no guilt, named after Ashtoreth, the so-called "Queen of Heaven" who is neither god nor demon. Once she decides something is hers, she becomes extremely fixated on it to the point of suffocation.\She believes herself fit to be the Archfiend, so she constantly harasses the young master.\Incidentally, her pactmaker is an unfortunate acquaintance of Nodens' pactmaker, so she enjoys provoking her as well.
c195_interest	Thanks.\You gave me freedom.
c195_like	Theron!\I've brought a new friend!
c195_love	Let's live together: you,\Theron, and me.
c195_profile	A Child born of a beast and a wayward little girl.\Because her pactmaker had a young lion as a companion, she took her name from the lion-taming goddess Cybele. Her wish is to live happily in paradise with her only friend, a lion named Theron. She remains ignorant in the ways of the world.\Because of her purity, animals and children are drawn to her.
c196_interest	A new servant?
c196_like	Servants should obey their masters!
c196_love	Do I look lonely to you?
c196_profile	A charming Child who feigns innocence.\She took her name from the goddess Idun, who was beloved for her eternal beauty. Indeed, none know just how beautiful she is more than she, save perhaps the magic mirror in the legend of "Snow White." Her vanity is such that she believes she should live a life of privilege simply because of her appearance.\Are her apples the apples of youth or a witch's poison fruit? The only way to know for sure is to try a bite.
c198_interest	I truly love you.\...Not.
c198_like	These are my true feelings.\...Not.
c198_love	I'll stab you with a sharp knife. I'm being honest this time.
c198_profile	A Child who constantly lies to obfuscate her true feelings.\She took her name from the god of jealousy, Zelos, which perfectly suits her abnormally intense affections and obsessions. Those who do not respond to her affections could face betrayal at any given turn.\Only she herself knows when that bitter moment will arrive.
c199_interest	I love you.
c199_like	Me too, please.
c199_love	I'm happy just watching over you.
c199_profile	A Child born of a pactmaker who fell in love with the young master. She took the name Aurora, likening the intensity of her love for a demon to the goddess Aurora's love for all humans. Although she dotes on the young master, she never becomes jealous of other Childs who declare their love for him. Rather, she thinks it is only natural that he would inspire so much devotion. Even if he never notices her, her love for him will never waver. Her heart overflows with pure, child-like affection.
c200_interest	You cannot hide\your crimes!
c200_like	I'm not wrong!
c200_love	Don't fear the truth.
c200_profile	A Child born of a young female private eye who excels in handling unsolved cases.\Following in the footsteps of her pactmaker, she, too, became a detective. Never venturing to the scene of a crime, she manages to nevertheless piece cases together simply by reading documents. It is for this reason that she took the name Seshat, after the goddess of writing.\She has a faithful assistant named Charging Atalanta, and their pactmakers share a special bond.
c202_interest	What do you think I'm thinking about?
c202_like	You don't feel the same way, do you, master?
c202_love	You might just be able to change destiny, dear.
c202_profile	A Child born of a dangerous girl who wagered her soul in a bet with a demon.\She took her name Victorix from the temple that is said to bring about victory. Her bet was a dangerous one that put her very life at risk, but she would do it again in a heartbeat.\A relentlessly brave woman, she is perpetually seeking thrills and excitement.
c203_interest	You're a cat too? Dunno how I feel about that...
c203_like	You won't get off easy if you abuse animals. Poor things can't even speak.
c203_love	If you become Archfiend, make the world a place animals can live happily.
c203_profile	Harmonia's master was a demon who abused stray dogs and cats\to get her to renew her pact.\Painfully aware that she was powerless to do anything about it,\she ran away from that demon.\Once free, she was determined to change her passive ways\and become a protector of animals.\She's convinced demons and animals can't coexist\and so she's set her sights on ridding the world of all demons.
c205_interest	This isn't any fun!
c205_like	Let's play!
c205_love	Want to pull a prank with me?
c205_profile	A spell-slinging Child who came flying out of a video game.\In accordance with his pactmaker's love of magicians, he took the name Merlin after the famous magician documented in legends of the middle ages. Optimistic and prone to pulling pranks, he believes he is a character in a video game. Just as a magician's spells occasionally backfire, so to do his pranks sometimes have unexpected outcomes.
c206_interest	Stop bothering me. Just tell me if you want to die.
c206_like	Uhh, I ran out of wine already.
c206_love	You want a piece of me? You got a death wish, or what?
c206_profile	Jonah was an infamous troublemaker in Harlem Street. She led a dangerous life when an opportunity presented itself to her. Some priests noticed her spiritual power and recruited her as an exorcist.\Pious, diligent, and tremendously talented, she became a famous exorcist in the North American branch. But no one knew she had another ability.
c208_interest	Are you an idiot?
c208_like	You're hiding your true power.
c208_love	Come at me, my rival!
c208_profile	A Child born of a boy's desire to get stronger.\He gave himself the name Firo. When asked why he chose that name, his only answer is, "To express the fire burning in my heart!" (Whatever that means.) He is a hard worker who has a strong sense of duty. As a hot-blooded martial artist, he cannot back down from a fight. It is unclear if it is because he adores Lisa, but he has arbitrarily decided that Bad Boy Frej is his rival in love.
c209_interest	I can't help it!\I'm descended from a witch!
c209_like	Introduce the other\pactmakers to me!
c209_love	I can't help it!\I just do whatever I want!
c209_profile	A Child born of sentiment and delusion.\Her pactmaker is a descendant of a witch and possesses considerable magical powers. For that reason, she chose the name Hecate, after the founder of witchcraft. When others practice magic, she views it as a crime, but when she does it, it's suddenly "romantic."\When drama rears its head, she is easily swept into the role of a frivolous heroine, perhaps because of her pactmaker's intense love of shoujo manga.
c210_interest	Cheeky jerk who\stole my throne...
c210_like	Try beating me first!
c210_love	If you beat me,\I'll gladly give you the title of Archfiend.
c210_profile	A Child born from a picture book squirreled away by the young master.\After reading it, her pactmaker decided she was the Archfiend, and chose the name Tartarus, after the abyssal dungeon. Her imposing temperament gives her the aura of a sovereign.\She believes the young master is trying to steal her throne.
c214_interest	Useless weakling.
c214_like	It is good that you\have a clear mind.
c214_love	Could you become the Archfiend\without that attitude?
c214_profile	A Child born from an old man who dreams of revenge.\In accordance with his pactmaker's wish, he took the name Jupiter, after the king of the gods. He lives for the thrill of battle and will do anything to win. He carries a mysterious case, but no one knows what lies within.\He hates Forgetful Ymir, who tries to steal his case whenever an opportunity presents itself.
c216_interest	Ugh, what a pain.
c216_like	Pranks are so worth it.
c216_love	We're parting ways, but I won't forget you.
c216_profile	Werewolf, a Child who bears the soul of a wolf, born of a pactmaker who dreams of freedom. She won't listen to a thing anyone says, and loves to play pranks. Truly an untamed wolf. She appears out of nowhere, plays pranks on the Master, and vanishes back into the shadows. When she finds a Child who has great reactions, she'll follow them around and constantly play pranks on them, but then immediately get bored. She's nocturnal, so she probably sleeps in the shade of a tree during the day. Or perhaps beneath a fence...
c218_interest	You'd look better if you smile...
c218_like	I must tend to my master.
c218_love	Would you officiate my wedding if you become the Archfiend?
c218_profile	Alf's pactmaker is Inazuma Miho, who's been beaten into having a twisted personality by harsh realities. Her master is our protagonist, who struggles to make ends meet. And she tries to take care of both. Being the exact opposite of him, who is pessimistic about everything, she often disagrees with him, but usually bends to his will. She's keeping a careful eye on his Childs to find a good husband and live in opulence.
c219_interest	You're useless.
c219_like	I might get a free ride\if I can put you to proper use.
c219_love	I want you working for me\if you become Archfiend.
c219_profile	Ymir: an icy Child born from the heart of a pactmaker\who was chilled to the bone by his friend's betrayal.\He's a psychopath who feels neither remorse nor sympathy as he manipulates those around him.\He has a vested interest in Jupiter's case stemming from their pactmakers' relationship.
c220_interest	I'll beat that\personality out of you!
c220_like	I'll help you accomplish\what you truly want to do.
c220_love	You might just look good\as an Archfiend after all.
c220_profile	A Child born of a girl who aims to be the world's best badminton player. She is driven forward by a pure desire for victory. Because of her tendency to keep her eyes on the prize, she took the name Atropos, after the goddess of fate. She feels compelled to help the weak young master become stronger in order to win the Archfiend Contest.\First up: A new training regimen to whip those muscles into shape.
c221_interest	Forget about my pactmaker.
c221_like	Give me power,\black demon.
c221_love	I will follow not as a man-eating rakshasa,\but as a vassal.
c221_profile	A Child born from the chance meeting between a demon and a moody teenage girl's imagination.\Her origin lies in a daydream wherein Rakshasa Jana came to Earth to defeat a god of pestilence taking refuge there. Taking inspiration from the cruel goddess of the hunt, she named herself Jana.\She is embarrassed of the actions she took when she was a pactmaker, but her delusions helped shape Jana into the ideal swordswoman she is now.
c222_interest	Wipe that stupid look off your face!
c222_like	Can you satisfy\my desires?
c222_love	My utopia is an Infernal Realm\ruled by you.
c222_profile	An extravagant queen who is magnificently greedy.\Because she sees no value in anything but gold, she took her name from El Dorado, the mythical city of gold.\She demands to have her every need met, and yet she is never satisfied, making it highly unlikely that her hunger will ever be sated.
c223_interest	You are kind,\but don't forget to keep it together.
c223_like	Even if you have courage,\what good is it\if you do nothing?
c223_love	Would you like me\to give you a push?
c223_profile	Air, a Child who took her name from the goddess of wandering water.\There is a girl who longs to travel the globe more than anyone else on it.\But her timidity and high-class upbringing make it is an impossible dream.\It was from this girl's wish that the wise and kind Air was born.\This personality has turned her into a sort of Child counselor.\Dagon, a koi carp Child, never leaves her side.
c225_interest	Maybe I should run away.
c225_like	You're like my old master.
c225_love	You're my master from now on!
c225_profile	After a certain reindeer got fed up with Santa Claus's treatment and ran away from home, he encountered a demon while wandering the frozen wasteland. The two made a pact, and thus was Thieving Rudolph born. He chose his name because he was jealous of the great sleigh-puller, Rudolph. Instead of handing out presents, however, he became a pickpocket. Weary of restraint and discrimination, he has become enamored with his newfound freedom. He holds disdain for his pactmaker's master, Saint Nicole.
c227_interest	I leave my pactmaker\in your hands.
c227_like	I'm not sure if you\show promise or not.
c227_love	You've come this far!\Aim to be the Archfiend!
c227_profile	A Child born when a timid young girl formed a contract with a demon to find her father's killer.\In accordance with that desire, she took the name Mafdet, after the goddess of justice. Possessed of the same heroic spirit as her late father, she is willful, stubborn, and obsessed with justice. She sets an example by acting as a disciplinarian for the other Childs.\She treats her pactmaker as her own daughter, biding her time until the day she can avenge her father.
c228_interest	He's a handful, much like other boys.
c228_like	I'm here to keep you company if you're lonely.
c228_love	I don't know if you can carry the burden of being Archfiend.
c228_profile	Vivian is the Child of Shimizu Oliver, a half-Japanese, half-French girl. She's a warm grandmother at heart because her pactmaker wished to "feel her grandparents' warmth."\Rhea Silvia, who dreams of becoming a great mother, quickly saw Vivian as a role model. Rhea envies her elegant speech, gentle gestures, and frequent use of French, thanks to her pactmaker's influence. Can Vivian help her admirer achieve her dream?
c229_interest	I deal in all\kinds of information.
c229_like	I'll give you this\tidbit for free!
c229_love	Did my info\help you?
c229_profile	Growing up in the underworld from a young age, she survived many horrible battles, making her into who she is today: a wild rodent who will take on any opponent, no matter their rank. Well, that was her dream, at least. It wasn't long before she found herself at the mercy of some unexpectedly tough kitties.\She is as much of a cute little chinchilla as she appears, but her ambition exceeds her tiny frame. Working as an information broker who is not beholden to either of the two cats that rule the underworld, she was falsely accused of being a spy and landed herself in hot water.\She met the young master while on the run and formed a pact with him on the condition that he protects her.
c230_interest	I'm supposed to fight a wimp like you?
c230_like	So you've realized my secret.
c230_love	It's against the rules to use my powers, but if it's to help you...
c230_profile	A Child who proves that moody teenagers are a force to be reckoned with, given their capacity to create Childs like her.\She believes herself to be a mysterious being who holds the key to the destruction of the universe. She gave herself the name Skuld, after the goddess who cursed the universe to die.\Apparently, her bandaged right eye hides an ancient, sealed soul with crucial information to that end.
c231_interest	Don't tell me you're some sort of puritan, even though you're a demon?
c231_like	Isn't it hard to endure? Maybe I can help...
c231_love	Do whatever you want. It's not difficult.
c231_profile	In order to birth the greatest hero the world has ever known, Rhea Silvia has chosen a demon as her husband. However, given her master's almost singular propensity for eating and sleeping, getting him to play the part is easier said than done.\And so, round and round the courting ritual goes, until Rhea Silvia manages to accomplish her goal. Will she ever succeed?
c232_interest	You're a talkative one.
c232_like	Don't get in the way of my happiness.
c232_love	Are you happy now?
c232_profile	A Child born of an ex-pop star who shut herself away in fear of a stalker.\She took the name Daphne because her pactmaker's situation resembles that of the beauty who fled from the god Apollo. A dreamer at heart, she longs for the realization of a beautiful utopia where there is no pain. She is always immersed in thought, which leads to her sometimes answering questions oddly.\She loves the songs her pactmaker sings.
c233_interest	You're\scaaary.
c233_like	I'm a pretty good marriage counselor,\aren't I?
c233_love	You're my second favorite in the whole world!
c233_profile	A Child born of a fit model who has recently become a huge hit.\Unlike her sexy pactmaker, she is unfortunately lacking in intellectual finesse. The backlight shining on her makes it look like she has a halo, so she took the name Arges, which means "bright like lightning." A natural troublemaker, she simply laughs it off if she happens to break anything. Surprisingly enough, she can shoot electricity.\Her much more error-prone pet cat is named Vivid.
c234_interest	Don't meddle with my fate!
c234_like	Find your own task to pursue.
c234_love	Fine,\I guess I'll help you.
c234_profile	A Child born of a young archeologist who seeks evidence of demonic existence.\In response to his pactmaker's dedication to completing his task, he took the name Hercules, after the hero who completed twelve labors.\He is a defiant Child who aches to test his own strength. His independent spirit makes him hard to handle, but on the plus side, his strength is unmatched.\All the male Childs consider him a role model.
c235_interest	You're going to be the Archfiend?\Don't make me laugh.
c235_like	You're fussing over me?\Get over it!
c235_love	Become the Archfiend already!\Then we can take it easy.
c235_profile	A Child born of a detective who dreams of making justice a reality.\She respects her pactmaker's unbreakable will, so she took the name Danu after the goddess who formed her own country, even in light of her failures. Prone to bouts of moodiness, she generally does what she wants, but for whatever reason, it always works out in the end.\She hates criminals and is an extreme individualist.
c237_interest	Don't treat me like I'm older than you.
c237_like	I'm going to do as I please.
c237_love	I'll help you out as you helped me.
c237_profile	The Holloween Cheering Squad who came to town to cheer up the candidates exahausted from the Archfiend Contest.\The demon is clearly in his prime judging from his appearance and strength,\but his critically low cognitive abilities led him to\not take part in the Archfiend Contest with the trick Ailill taught him.\He meant to participate in the Cheering Squad, and return to the Infernal Realm\together with Medb and Ailill, but he seemed to have developed a liking of the Mortal Realm.\…Due to his lack of cognitive abilities,\he is misunderstanding Davi as the Master, not the other way around.
c238_interest	You clumsy fool!\Is that how you treat your superiors?
c238_like	Listen to big\sis's advice!
c238_love	Time to enjoy this\festival for demons!
c238_profile	In the Infernal Realm, a special event has been prepared for the Archfiend candidates to commemorate the first Halloween since the start of the Archfiend Contest.\It's our way of wholeheartedly cheering the young master on!\Medb, leader of the Halloween cheering squad Samhain Party, cheers up the depressed young master and teaches him what it means to be a true demon.\Her strength is on par with the Archfiend's, so her crazy-hard strength training routine is bound to work wonders!
c239_interest	I'm gonna blow you sky high!
c239_like	You think you're better than me?
c239_love	You and me, we're gonna make the most killer team.
c239_profile	Dianus was born from the soul of a speed freak biker.\The pactmaker's desire was to be acknowledged by her little brother,\but it was twisted into a desire to become a villain most feared.\She may only be doing it for attention,\but her every action seems to be inspired by destruction.\She wields a terrifying bazooka\with which she is quick to threaten anyone with being "blown away."\Will anyone be able to tame her?
c242_interest	What a funny kid!
c242_like	Watch closely.\I'll trick you before you can blink!
c242_love	That was fun!\See you later!
c242_profile	A member of the Halloween cheer squad Samhain Party,\which came to cheer on Archfiend candidates.\Though unlike Medb who's interested in the Archfiend Contest and Typhon who wanted\to go sightseeing in the Mortal Realm, Ailill only came because Medb did.\Ailill spends her days playing all the same sorts of tricks.\She fights with Medb at every turn, but how does she truly feel about her?
c246_interest	You can't be my master\if you're that stupid.
c246_like	I'll make some\unforgettable memories ♪
c246_love	I'm serious...\on occasion.
c246_profile	Her adorable facade may call to mind a Christmas fairy, but in reality, she is the Christmas sprite Krampus. A waking Yuletide nightmare, she hunts for human souls with Satan Santa Claus.\Krampus is an ill-tempered prankster who is always hiding her true self with a deceitful smile. Ever since Satan Santa Claus's Child disappeared, she has taken pleasure in tormenting him endlessly. Despite her youthful appearance, she is over seven hundred years old.
c247_interest	You're going to rule?\Now, that's a shock.
c247_like	You don't have what it takes to be the Archfiend.
c247_love	Are you starting to\understand what it takes?
c247_profile	Worked to the bone by her siblings, a young girl made a wish: "If just once I could only treat my siblings as servants! Just once...!"\Thus was this haughty queen born of a girl who was once an ugly duckling.\Adorned with a crown and speaking with the authority of royalty, she declared herself to be Myrina, after the Amazonian queen of legend.\At first glance, she appears to be arrogant and ignorant in her youth, but she knows the weight of the crown she bears better than anyone else.\She respects the Queen of Hearts from Alice's Adventures in Wonderland.
c250_interest	Seems there are interesting demons out there, too.
c250_like	Teasing you is worth the trouble.
c250_love	Can't you humor\my practical jokes\a bit more?
c250_profile	Xenie is an eccentric demon who lives to have fun.\She believes in enjoying her life every day.\As such, she can't understand demons who think of nothing but the Archfiend Contest.\She was enamored by the Mortal Realm's beaches and settled down there,\where she spends her days terrorizing the humans who play in the water\by pulling them under, which is her idea of a joke.\Those she's preyed upon have come to think of her\as the spirit of a woman who died at sea.
c252_interest	We have an ill-fated future together.
c252_like	How are you going to atone for your karma?
c252_love	The darkness inside you... Is that a sign of your fall or...?
c252_profile	Exorcist Arhat once was the leader of the Eastern Exorcist Branch and one of the Twelve Apostles. After she lost a friend to demons, she decided to become strong and fight evil.\Later, she became the leader of the Eastern Branch and continued with her battle against demons. Then, suddenly she was appointed an Apostle, which forced her to leave her branch unattended. Loki showed up in her absence and razed her branch to the ground. Arhat came back home and swore to herself as she buried her friends\that she would eradicate all infernal creatures to make the world whole once more.
c253_interest	Where are my sleigh-pullers?
c253_like	Will you pull my sleigh?
c253_love	I won't help you even if you cry.
c253_profile	The reincarnation of the exorcist Saint Nicole, who inspired Santa Claus. She appeared in the city looking for her lost reindeer, Thieving Rudolph.\Santa Claus gives presents to good children, but Nicole has always hated children. Moreover, she is prone to lazing about. Nicole is extremely attached to her possessions, and if she suspects that something of hers was stolen, her rage boils over to excess. Her watchful eyes are on twenty-four-hour surveillance to bring Thieving Rudolph back as her sleigh-puller.\Apparently, she thinks that Satan Santa Claus posing as Santa Claus is cute.
c257_interest	
c257_like	
c257_love	
c257_profile	
c258_interest	I want to go see my mama!
c258_like	Are you\gonna say no?
c258_love	Big bro,\you're the only family I have!
c258_profile	A Child born of a woman longing for her late daughter. She was named Pixie for her resemblance to the sprites who appear in the fairy tales the pactmaker wanted to tell her daughter. She calls her pactmaker "Mother" and acts as if she is her true daughter. She insists that the young master kidnapped her, so she often runs away from home. Be careful not to let her play with fire.
c261_interest	Something about this\is oddly familiar.
c261_like	I'm so glad we were able\to meet like this.
c261_love	I will serve you with\everything I am.
c261_profile	Prometheus felt the Chintamani Stone, a Holy Relic he created, was too powerful, so he severed part of the power that rules its dimension and created Heaven. At its core is a function that seeks out a body in another dimension based on the soul. However, Gilgamesh, Prometheus's reincarnation, has modified Heaven to have Hades Flowers bloom within her. And yet another of his reincarnations, Deucalion altered Heaven's flower garden to allow Hades Flowers to bloom. Sarasu was originally a demon who could discern the truth. She is Ishimi's sister-in-law.
c262_interest	Understood,\Master!
c262_like	There is no shame\in fear!
c262_love	No one could ever\replace you, Master.
c262_profile	A Child born from a young girl who made a pact with Master\to save her old friend from a tough spot.\Daphnis's pactmaker may look timid and worrisome,\but, in fact, she acts with sound judgment and a forthright heart.\Perhaps as a reflection of this, Daphnis's form resembles that of a Greek heroine.\One who will always protect Master wholeheartedly.
c266_interest	How dare you get in my way?
c266_like	How dare you trouble me?
c266_love	How dare you annoy me?
