// key	ITEM_NAME_	ITEM_DESCRIPTION_
2040153	旗袍	开衩到臀部的旗袍。\男士们抱歉了，只有女士才能穿。
2040154	旗袍	开衩到臀部的旗袍。\男士们抱歉了，只有女士才能穿。
2040155	旗袍	开衩到臀部的旗袍。\男士们抱歉了，只有女士才能穿。
2040163	貂皮大衣	设计精美的貂皮大衣。\能感受到这件大衣上传来枉死者的貂之怨念。
2040164	貂皮大衣	设计精美的貂皮大衣。\能感受到这件大衣上传来枉死者的貂之怨念。
2040165	貂皮大衣	设计精美的貂皮大衣。\能感受到这件大衣上传来枉死者的貂之怨念。
2050183	芭蕾舞服	一件真正的芭蕾舞服。\在穿上这件衣服时，会有变身为白天鹅的感觉。
2050184	芭蕾舞服	一件真正的芭蕾舞服。\在穿上这件衣服时，会有变身为白天鹅的感觉。
2050185	芭蕾舞服	一件真正的芭蕾舞服。\在穿上这件衣服时，会有变身为白天鹅的感觉。
2050193	婚纱	对这件衣服一见钟情，便买了下来。\但是还没有人肯为了我而穿上它……
2050194	婚纱	对这件衣服一见钟情，便买了下来。\但是还没有人肯为了我而穿上它……
2050195	婚纱	对这件衣服一见钟情，便买了下来。\但是还没有人肯为了我而穿上它……
2050203	比基尼	整套比基尼泳装。\你露得越多，破坏力就越强。
2050204	比基尼	整套比基尼泳装。\你露得越多，破坏力就越强。
2050205	比基尼	整套比基尼泳装。\你露得越多，破坏力就越强。
2050213	潜水服	为水战而购入的潜水衣。\保暖性比表面看上去更优良。
2050214	潜水服	为水战而购入的潜水衣。\保暖性比表面看上去更优良。
2050215	潜水服	为水战而购入的潜水衣。\保暖性比表面看上去更优良。
2050283	量身定做的衣服	经典的女仆风格服装，完全防弹。\为战斗女仆而制作并封印了起来。
2050284	量身定做的衣服	经典的女仆风格服装，完全防弹。\为战斗女仆而制作并封印了起来。
2050285	量身定做的衣服	经典的女仆风格服装，完全防弹。\为战斗女仆而制作并封印了起来。
2050293	精致的长袍	异国的传统服装。\想要脱颖而出，这款倒是个不错的选择。
2050294	精致的长袍	异国的传统服装。\想要脱颖而出，这款倒是个不错的选择。
2050295	精致的长袍	异国的传统服装。\想要脱颖而出，这款倒是个不错的选择。
2050313	炼金术士的手套	化学实验所用的特殊手套。\请勿破坏、扭曲、清洗，或者靠近火焰使用。
2050314	炼金术士的手套	化学实验所用的特殊手套。\请勿破坏、扭曲、清洗，或者靠近火焰使用。
2050315	炼金术士的手套	化学实验所用的特殊手套。\请勿破坏、扭曲、清洗，或者靠近火焰使用。
2050323	圣诞老人帽	在圣诞老人的帽子里\找到走失驯鹿的DNA。
2050324	圣诞老人帽	在圣诞老人的帽子里\找到走失驯鹿的DNA。
2050325	圣诞老人帽	在圣诞老人的帽子里\找到走失驯鹿的DNA。
2050343	愤怒帽	狄蜜特的护士帽，不会被盛怒之火点燃。
2050344	愤怒帽	狄蜜特的护士帽，不会被盛怒之火点燃。
2050345	愤怒帽	狄蜜特的护士帽，不会被盛怒之火点燃。
2050363	新娘花冠	使用永生花装饰的新娘面纱。
2050364	新娘花冠	使用永生花装饰的新娘面纱。
2050365	新娘花冠	使用永生花装饰的新娘面纱。
2050373	护膝	伊索尔德的护膝，由Evil频道所制。由特殊合成橡胶制成。
2050374	护膝	伊索尔德的护膝，由Evil频道所制。由特殊合成橡胶制成。
2050375	护膝	伊索尔德的护膝，由Evil频道所制。由特殊合成橡胶制成。
2050383	深红玫瑰礼服	布丽姬玫瑰图案的洋装。\带着一丝丝鲜血的气味。
2050384	深红玫瑰礼服	布丽姬玫瑰图案的洋装。\带着一丝丝鲜血的气味。
2050385	深红玫瑰礼服	布丽姬玫瑰图案的洋装。\带着一丝丝鲜血的气味。
2050393	驱魔面纱	丽塔驱魔时所用的面纱。可吸引恶魔至更黑暗之处。
2050394	驱魔面纱	丽塔驱魔时所用的面纱。可吸引恶魔至更黑暗之处。
2050395	驱魔面纱	丽塔驱魔时所用的面纱。可吸引恶魔至更黑暗之处。
2050403	悲叹黑衣	散发奇异魔力的漆黑礼服。
2050404	悲叹黑衣	散发奇异魔力的漆黑礼服。
2050405	悲叹黑衣	散发奇异魔力的漆黑礼服。
2050413	臀垫洋装	哥特式的臀垫洋装\完全符合巴托里的品味。
2050414	臀垫洋装	哥特式的臀垫洋装\完全符合巴托里的品味。
2050415	臀垫洋装	哥特式的臀垫洋装\完全符合巴托里的品味。
2050423	赞助自定义斗蓬	由名人娜塔莉丝认可的\知名设计师试作品。
2050424	赞助自定义斗蓬	由名人娜塔莉丝认可的\知名设计师试作品。
2050425	赞助自定义斗蓬	由名人娜塔莉丝认可的\知名设计师试作品。
2050433	焦点服装	亚里亚的表演服。\设计上表现出了她的梦想、热情和努力。
2050434	焦点服装	亚里亚的表演服。\设计上表现出了她的梦想、热情和努力。
2050435	焦点服装	亚里亚的表演服。\设计上表现出了她的梦想、热情和努力。
2050443	新年的新衣	新年行大运！\经过精心裁制的新年服装。
2050444	新年的新衣	新年行大运！\经过精心裁制的新年服装。
2050445	新年的新衣	新年行大运！\经过精心裁制的新年服装。
2050453	黛娜的法冠	象征黛娜威严的法冠。
2050454	黛娜的法冠	象征黛娜威严的法冠。
2050455	黛娜的法冠	象征黛娜威严的法冠。
2050473	炼金术士的眼镜	从抗蓝光到显微模式，\这副尖端科技的眼镜什么功能都有。
2050474	炼金术士的眼镜	从抗蓝光到显微模式，\这副尖端科技的眼镜什么功能都有。
2050475	炼金术士的眼镜	从抗蓝光到显微模式，\这副尖端科技的眼镜什么功能都有。
2050483	丽莫斯的比基尼	为丽莫斯量身定制的比基尼防具。\似乎能抵御大部分的伤害。
2050484	丽莫斯的比基尼	为丽莫斯量身定制的比基尼防具。\似乎能抵御大部分的伤害。
2050485	丽莫斯的比基尼	为丽莫斯量身定制的比基尼防具。\似乎能抵御大部分的伤害。
2050493	诚的战斗服	诚的战斗服。\不建议胆小者或胸大的人尝试。
2050494	诚的战斗服	诚的战斗服。\不建议胆小者或胸大的人尝试。
2050495	诚的战斗服	诚的战斗服。\不建议胆小者或胸大的人尝试。
2050503	该隐的饰带	象征贞洁、清贫和顺从的饰带。
2050504	该隐的饰带	象征贞洁、清贫和顺从的饰带。
2050505	该隐的饰带	象征贞洁、清贫和顺从的饰带。
2050513	比利的泳衣	用于水枪战的水射手泳衣。\极富弹性，防水效果超群。
2050514	比利的泳衣	用于水枪战的水射手泳衣。\极富弹性，防水效果超群。
2050515	比利的泳衣	用于水枪战的水射手泳衣。\极富弹性，防水效果超群。
2050523	庆野的衣服	庆野的衣服。\非机器缝制，而是纯手工缝制。
2050524	庆野的衣服	庆野的衣服。\非机器缝制，而是纯手工缝制。
2050525	庆野的衣服	庆野的衣服。\非机器缝制，而是纯手工缝制。
2050533	提斯柏的丝带	散发银色哑光的别致丝带。
2050534	提斯柏的丝带	散发银色哑光的别致丝带。
2050535	提斯柏的丝带	散发银色哑光的别致丝带。
2050543	暖男的内裤	痴迷文森特的内裤。
2050544	暖男的内裤	痴迷文森特的内裤。
2050545	暖男的内裤	痴迷文森特的内裤。
2050553	莱玛的服装	凸显莱玛魅力的专属服装。
2050554	莱玛的服装	凸显莱玛魅力的专属服装。
2050555	莱玛的服装	凸显莱玛魅力的专属服装。
2050563	法力腕甲	赐予达到涅槃境界的驱魔师力量的腕甲。
2050564	法力腕甲	赐予达到涅槃境界的驱魔师力量的腕甲。
2050565	法力腕甲	赐予达到涅槃境界的驱魔师力量的腕甲。
2050573	金狼冠	一顶先买先得的金环。\能增强配戴者的自信。
2050574	金狼冠	一顶先买先得的金环。\能增强配戴者的自信。
2050575	金狼冠	一顶先买先得的金环。\能增强配戴者的自信。
2050583	羽绒服	艾修每天穿着的白色羽绒服。
2050584	羽绒服	艾修每天穿着的白色羽绒服。
2050585	羽绒服	艾修每天穿着的白色羽绒服。
2050593	月光紫丝带	不怎么遮蔽身体，但提供魔法防御的服装。\由诱人的薄纱制成。
2050594	月光紫丝带	不怎么遮蔽身体，但提供魔法防御的服装。\由诱人的薄纱制成。
2050595	月光紫丝带	不怎么遮蔽身体，但提供魔法防御的服装。\由诱人的薄纱制成。
2050603	骑士的战枪制服	冒着生命危险保护君主的骑士的制服。
2050604	骑士的战枪制服	冒着生命危险保护君主的骑士的制服。
2050605	骑士的战枪制服	冒着生命危险保护君主的骑士的制服。
2050613	帕赫特的派克大衣	帕赫特的粉红色派克大衣。\保暖性卓越。
2050614	帕赫特的派克大衣	帕赫特的粉红色派克大衣。\保暖性卓越。
2050615	帕赫特的派克大衣	帕赫特的粉红色派克大衣。\保暖性卓越。
2050623	可爱袖口	纯白色荷叶袖。\突显清纯感。
2050624	可爱袖口	纯白色荷叶袖。\突显清纯感。
2050625	可爱袖口	纯白色荷叶袖。\突显清纯感。
2050633	帕拉斯的披风	为帕拉斯量身订做的夜之披风。\飘扬的披风透露着一股时尚的气息。
2050634	帕拉斯的披风	为帕拉斯量身订做的夜之披风。\飘扬的披风透露着一股时尚的气息。
2050635	帕拉斯的披风	为帕拉斯量身订做的夜之披风。\飘扬的披风透露着一股时尚的气息。
2050643	舒适外衣	欧洛斯的定制夹克。\尺码略大，穿起来很宽松。
2050644	舒适外衣	欧洛斯的定制夹克。\尺码略大，穿起来很宽松。
2050645	舒适外衣	欧洛斯的定制夹克。\尺码略大，穿起来很宽松。
2050653	塞墨勒的洋装	让穿戴者纯白如雪的\白色无暇洋装。
2050654	塞墨勒的洋装	让穿戴者纯白如雪的\白色无暇洋装。
2050655	塞墨勒的洋装	让穿戴者纯白如雪的\白色无暇洋装。
2050663	闪亮服装	Evil频道的主持人A.I\的暴露服装。
2050664	闪亮服装	Evil频道的主持人A.I\的暴露服装。
2050665	闪亮服装	Evil频道的主持人A.I\的暴露服装。
2050673	褶裙	莱佛士的直播服装。\这能提升她的魅力，并凸显她的气质。
2050674	褶裙	莱佛士的直播服装。\这能提升她的魅力，并凸显她的气质。
2050675	褶裙	莱佛士的直播服装。\这能提升她的魅力，并凸显她的气质。
2050693	钵里的羽织	钵里的传统服饰，萦绕着谜一般的气息。\会在暗处散发蓝光。
2050694	钵里的羽织	钵里的传统服饰，萦绕着谜一般的气息。\会在暗处散发蓝光。
2050695	钵里的羽织	钵里的传统服饰，萦绕着谜一般的气息。\会在暗处散发蓝光。
2050703	桃宴樱舞带饰	在月光下飘动的樱花色带饰。
2050704	桃宴樱舞带饰	在月光下飘动的樱花色带饰。
2050705	桃宴樱舞带饰	在月光下飘动的樱花色带饰。
2050713	花头饰	为鲁萨尔卡注入勇气的头饰。
2050714	花头饰	为鲁萨尔卡注入勇气的头饰。
2050715	花头饰	为鲁萨尔卡注入勇气的头饰。
2050723	哈比的比基尼	一套美丽又能舒适移动的订制服装。
2050724	哈比的比基尼	一套美丽又能舒适移动的订制服装。
2050725	哈比的比基尼	一套美丽又能舒适移动的订制服装。
2050733	优昙婆罗之翼	如优昙婆罗花一样小巧的\强壮翅膀。
2050734	优昙婆罗之翼	如优昙婆罗花一样小巧的\强壮翅膀。
2050735	优昙婆罗之翼	如优昙婆罗花一样小巧的\强壮翅膀。
2050743	阿摩司岛的后冠	后冠就是她的象征。\她的话语不容忽视。
2050744	阿摩司岛的后冠	后冠就是她的象征。\她的话语不容忽视。
2050745	阿摩司岛的后冠	后冠就是她的象征。\她的话语不容忽视。
2050753	DF1赛车服	赛车用的\订制保护外套。
2050754	DF1赛车服	赛车用的\订制保护外套。
2050755	DF1赛车服	赛车用的\订制保护外套。
2050763	欧洛拉的翅膀	足以逃离最可怕恶梦的翅膀。
2050764	欧洛拉的翅膀	足以逃离最可怕恶梦的翅膀。
2050765	欧洛拉的翅膀	足以逃离最可怕恶梦的翅膀。
2050823	幸运之盾	缇坦妮雅的盾牌，她自称是自己的幸运物，能挡掉所有厄运。
2050824	幸运之盾	缇坦妮雅的盾牌，她自称是自己的幸运物，能挡掉所有厄运。
2050825	幸运之盾	缇坦妮雅的盾牌，她自称是自己的幸运物，能挡掉所有厄运。
2050833	幻灯朱雀旗袍	让人联想到朱雀振翅高飞的旗袍。
2050834	幻灯朱雀旗袍	让人联想到朱雀振翅高飞的旗袍。
2050835	幻灯朱雀旗袍	让人联想到朱雀振翅高飞的旗袍。
2050843	萝丝琳塔之盾	我会背负任何以你为目标的诅咒。
2050844	萝丝琳塔之盾	我会背负任何以你为目标的诅咒。
2050845	萝丝琳塔之盾	我会背负任何以你为目标的诅咒。
2050853	莫娜的上衣	由莫娜所修改的上衣，\战斗上更加方便。
2050854	莫娜的上衣	由莫娜所修改的上衣，\战斗上更加方便。
2050855	莫娜的上衣	由莫娜所修改的上衣，\战斗上更加方便。
2050863	蒙首面纱	阿罗汉用来隐藏自己外表的面纱。\她通常都挂在自己的腰上。
2050864	蒙首面纱	阿罗汉用来隐藏自己外表的面纱。\她通常都挂在自己的腰上。
2050865	蒙首面纱	阿罗汉用来隐藏自己外表的面纱。\她通常都挂在自己的腰上。
2050883	努力高跟鞋	什么舞风都能跳。\涅普顿♥闪耀着努力光芒的高跟鞋。
2050884	努力高跟鞋	什么舞风都能跳。\涅普顿♥闪耀着努力光芒的高跟鞋。
2050885	努力高跟鞋	什么舞风都能跳。\涅普顿♥闪耀着努力光芒的高跟鞋。
2050893	夏娃的护腕	保护恶魔夏娃尊严的护具。用特殊纤维制成。
2050894	夏娃的护腕	保护恶魔夏娃尊严的护具。用特殊纤维制成。
2050895	夏娃的护腕	保护恶魔夏娃尊严的护具。用特殊纤维制成。
2050903	可爱的软帽	一顶能挡下一切的\特大宽边帽。
2050904	可爱的软帽	一顶能挡下一切的\特大宽边帽。
2050905	可爱的软帽	一顶能挡下一切的\特大宽边帽。
2050913	尤娜的裙子	她美丽的裙子，\能在身边建构光盾。
2050914	尤娜的裙子	她美丽的裙子，\能在身边建构光盾。
2050915	尤娜的裙子	她美丽的裙子，\能在身边建构光盾。
2050923	阿提蜜西亚的制服	能承受大量子弹攻击的特制战斗制服。
2050924	阿提蜜西亚的制服	能承受大量子弹攻击的特制战斗制服。
2050925	阿提蜜西亚的制服	能承受大量子弹攻击的特制战斗制服。
2050933	完美大衣	沃丹由特殊材料制成的大衣，\能在战斗中提供完美的保护功能。
2050934	完美大衣	沃丹由特殊材料制成的大衣，\能在战斗中提供完美的保护功能。
2050935	完美大衣	沃丹由特殊材料制成的大衣，\能在战斗中提供完美的保护功能。
2050943	拉西的袖套	特殊纤维制成的袖套，\能保护她免受锋利掠食者尖牙的伤害。
2050944	拉西的袖套	特殊纤维制成的袖套，\能保护她免受锋利掠食者尖牙的伤害。
2050945	拉西的袖套	特殊纤维制成的袖套，\能保护她免受锋利掠食者尖牙的伤害。
2050953	怪物面具	可以驱邪的护身符。
2050954	怪物面具	可以驱邪的护身符。
2050955	怪物面具	可以驱邪的护身符。
2050963	波利亚斯的护目镜	能挡风遮阳的特制护目镜。\能随着光线和角度变色。
2050964	波利亚斯的护目镜	能挡风遮阳的特制护目镜。\能随着光线和角度变色。
2050965	波利亚斯的护目镜	能挡风遮阳的特制护目镜。\能随着光线和角度变色。
2050973	吸血鬼猎人的外套	方便行动的吸血鬼猎人外套，\适合用来狩猎。
2050974	吸血鬼猎人的外套	方便行动的吸血鬼猎人外套，\适合用来狩猎。
2050975	吸血鬼猎人的外套	方便行动的吸血鬼猎人外套，\适合用来狩猎。
2050983	菲罗忒斯的裙子	菲罗忒斯使用特殊材质制成的宽边裙。\能挡下一切攻击。
2050984	菲罗忒斯的裙子	菲罗忒斯使用特殊材质制成的宽边裙。\能挡下一切攻击。
2050985	菲罗忒斯的裙子	菲罗忒斯使用特殊材质制成的宽边裙。\能挡下一切攻击。
2050993	杜莎的长袜	杜莎的长袜，使用特殊材质制成。\即使是利刃也无法将其划破。
2050994	杜莎的长袜	杜莎的长袜，使用特殊材质制成。\即使是利刃也无法将其划破。
2050995	杜莎的长袜	杜莎的长袜，使用特殊材质制成。\即使是利刃也无法将其划破。
3010013	退魔护符	从下级恶魔那没收来的驱魔用护身符。\效果微乎其微。
3010014	退魔护符	从下级恶魔那没收来的驱魔用护身符。\效果微乎其微。
3010015	退魔护符	从下级恶魔那没收来的驱魔用护身符。\效果微乎其微。
3010023	红色面具	据说是从都市传说中的主角那得到的面具。\但这个谣言不太可信。
3010024	红色面具	据说是从都市传说中的主角那得到的面具。\但这个谣言不太可信。
3010025	红色面具	据说是从都市传说中的主角那得到的面具。\但这个谣言不太可信。
3010033	金色啪叽	由珍稀的金箔制成的洋画。\虽然实际上并不怎样，但看起来给人的感觉很强大。
3010034	金色啪叽	由珍稀的金箔制成的洋画。\虽然实际上并不怎样，但看起来给人的感觉很强大。
3010035	金色啪叽	由珍稀的金箔制成的洋画。\虽然实际上并不怎样，但看起来给人的感觉很强大。
3020043	布眼罩	路过的初中少女所戴的眼罩。\在你戴上的瞬间，左眼会突然疼痛不已。
3020044	布眼罩	路过的初中少女所戴的眼罩。\在你戴上的瞬间，左眼会突然疼痛不已。
3020045	布眼罩	路过的初中少女所戴的眼罩。\在你戴上的瞬间，左眼会突然疼痛不已。
3020053	示警哨	若敌人比自己更加强大，就寻求政府力量的庇护吧。
3020054	示警哨	若敌人比自己更加强大，就寻求政府力量的庇护吧。
3020055	示警哨	若敌人比自己更加强大，就寻求政府力量的庇护吧。
3020063	白色帽子	运动会上被分配到白组的人戴的帽子。\戴上它至少不会受到白组的攻击。
3020064	白色帽子	运动会上被分配到白组的人戴的帽子。\戴上它至少不会受到白组的攻击。
3020065	白色帽子	运动会上被分配到白组的人戴的帽子。\戴上它至少不会受到白组的攻击。
3020073	手环	在警察局使用的银色装饰品。\只有犯罪时才能穿戴的限定品。
3020074	手环	在警察局使用的银色装饰品。\只有犯罪时才能穿戴的限定品。
3020075	手环	在警察局使用的银色装饰品。\只有犯罪时才能穿戴的限定品。
3030083	薄荷蜡烛	散发出薄荷香气的蜡烛。\有助于恢复疲劳。
3030084	薄荷蜡烛	散发出薄荷香气的蜡烛。\有助于恢复疲劳。
3030085	薄荷蜡烛	散发出薄荷香气的蜡烛。\有助于恢复疲劳。
3030093	杀虫剂	对各种虫类有效，就连对那个顽强的小强也有效。\小心不要沾到自己身上了。
3030094	杀虫剂	对各种虫类有效，就连对那个顽强的小强也有效。\小心不要沾到自己身上了。
3030095	杀虫剂	对各种虫类有效，就连对那个顽强的小强也有效。\小心不要沾到自己身上了。
3030103	狐尾钥匙扣	由整条狐狸尾巴制成的钥匙扣。\有种被狐灵守护的感觉。
3030104	狐尾钥匙扣	由整条狐狸尾巴制成的钥匙扣。\有种被狐灵守护的感觉。
3030105	狐尾钥匙扣	由整条狐狸尾巴制成的钥匙扣。\有种被狐灵守护的感觉。
3030113	奢华宝石箱	以传统工艺制成的典雅光亮珠宝箱。
3030114	奢华宝石箱	以传统工艺制成的典雅光亮珠宝箱。
3030115	奢华宝石箱	以传统工艺制成的典雅光亮珠宝箱。
3030123	3D拼图	色彩缤纷的立方体拼图。\就算完成也不会提升智力和魔力。
3030124	3D拼图	色彩缤纷的立方体拼图。\就算完成也不会提升智力和魔力。
3030125	3D拼图	色彩缤纷的立方体拼图。\就算完成也不会提升智力和魔力。
3040133	四叶幸运草	双子叶植物玫瑰目豆科的植物。\实际上会不会带来好运还有待测试。
3040134	四叶幸运草	双子叶植物玫瑰目豆科的植物。\实际上会不会带来好运还有待测试。
3040135	四叶幸运草	双子叶植物玫瑰目豆科的植物。\实际上会不会带来好运还有待测试。
3040143	金条	由纯金所制成的贵重金块。\重量约有12.5kg，它本身的重量就是个凶器。
3040144	金条	由纯金所制成的贵重金块。\重量约有12.5kg，它本身的重量就是个凶器。
3040145	金条	由纯金所制成的贵重金块。\重量约有12.5kg，它本身的重量就是个凶器。
3040153	钥匙扣	曾经有人因为把这个放在了胸前口袋，\刚好挡住了子弹。
3040154	钥匙扣	曾经有人因为把这个放在了胸前口袋，\刚好挡住了子弹。
3040155	钥匙扣	曾经有人因为把这个放在了胸前口袋，\刚好挡住了子弹。
3040163	首次亮相面具	罗密欧用来隐藏真实身份的豪华面具。\既然罗密欧亲自验证过，就代表它的效果超群。
3040164	首次亮相面具	罗密欧用来隐藏真实身份的豪华面具。\既然罗密欧亲自验证过，就代表它的效果超群。
3040165	首次亮相面具	罗密欧用来隐藏真实身份的豪华面具。\既然罗密欧亲自验证过，就代表它的效果超群。
3040173	蜂巢	强制赶走了蜜蜂而得到的蜂巢。\为了个人私欲而做出了对不起蜜蜂的行为。
3040174	蜂巢	强制赶走了蜜蜂而得到的蜂巢。\为了个人私欲而做出了对不起蜜蜂的行为。
3040175	蜂巢	强制赶走了蜜蜂而得到的蜂巢。\为了个人私欲而做出了对不起蜜蜂的行为。
3050183	金字塔图腾	金字塔型的坠饰。在夜晚中会散发出难以形容的灵气。
3050184	金字塔图腾	金字塔型的坠饰。在夜晚中会散发出难以形容的灵气。
3050185	金字塔图腾	金字塔型的坠饰。在夜晚中会散发出难以形容的灵气。
3050193	妖精饰环	曾经由领导众妖精的女王所戴的发饰。\原本以为它会更轻巧一点的……
3050194	妖精饰环	曾经由领导众妖精的女王所戴的发饰。\原本以为它会更轻巧一点的……
3050195	妖精饰环	曾经由领导众妖精的女王所戴的发饰。\原本以为它会更轻巧一点的……
3050203	吸血鬼驱逐装备箱	虽然这是一件价值不斐的古董，\但直到吸血鬼出现前都不确定它的实际效果。
3050204	吸血鬼驱逐装备箱	虽然这是一件价值不斐的古董，\但直到吸血鬼出现前都不确定它的实际效果。
3050205	吸血鬼驱逐装备箱	虽然这是一件价值不斐的古董，\但直到吸血鬼出现前都不确定它的实际效果。
3050213	太阳音乐盒	华丽闪耀的八音盒。
3050214	太阳音乐盒	华丽闪耀的八音盒。
3050215	太阳音乐盒	华丽闪耀的八音盒。
3050223	摩托车安全帽	保护骑士头部的安全帽。\如果骑士头上有角就戴不进去。
3050224	摩托车安全帽	保护骑士头部的安全帽。\如果骑士头上有角就戴不进去。
3050225	摩托车安全帽	保护骑士头部的安全帽。\如果骑士头上有角就戴不进去。
3050233	掌上型游戏机	用来消磨时间的掌上型游戏机。\需要注意电池的电量。
3050234	掌上型游戏机	用来消磨时间的掌上型游戏机。\需要注意电池的电量。
3050235	掌上型游戏机	用来消磨时间的掌上型游戏机。\需要注意电池的电量。
3050243	马牌	用来展示身份和财富。\可惜不能用来召唤幽灵战士。
3050244	马牌	用来展示身份和财富。\可惜不能用来召唤幽灵战士。
3050245	马牌	用来展示身份和财富。\可惜不能用来召唤幽灵战士。
3050293	周年戒指#222	这个纪念戒指在魔王候补生中十分受欢迎。\和同样戴着纪念戒指的恶魔击掌，是候补生的惯例。
3050294	周年戒指#222	这个纪念戒指在魔王候补生中十分受欢迎。\和同样戴着纪念戒指的恶魔击掌，是候补生的惯例。
3050295	周年戒指#222	这个纪念戒指在魔王候补生中十分受欢迎。\和同样戴着纪念戒指的恶魔击掌，是候补生的惯例。
3050323	女仆项圈	女仆用的颈饰。\就算疑似处于进化第一形态，也绝不会爆炸。
3050324	女仆项圈	女仆用的颈饰。\就算疑似处于进化第一形态，也绝不会爆炸。
3050325	女仆项圈	女仆用的颈饰。\就算疑似处于进化第一形态，也绝不会爆炸。
3050333	月之耳环	一对形似新月的耳环。\现在就差能配得上它的服装了。
3050334	月之耳环	一对形似新月的耳环。\现在就差能配得上它的服装了。
3050335	月之耳环	一对形似新月的耳环。\现在就差能配得上它的服装了。
3050353	炼金术工具套件	用来挑战神之力的炼金术工具套件。\保修期早就结束了。
3050354	炼金术工具套件	用来挑战神之力的炼金术工具套件。\保修期早就结束了。
3050355	炼金术工具套件	用来挑战神之力的炼金术工具套件。\保修期早就结束了。
3050363	圣诞节花圈	如果恶魔家中有这种花圈，\那么圣诞老人就会跳过它，不捕捉里面的恶魔。
3050364	圣诞节花圈	如果恶魔家中有这种花圈，\那么圣诞老人就会跳过它，不捕捉里面的恶魔。
3050365	圣诞节花圈	如果恶魔家中有这种花圈，\那么圣诞老人就会跳过它，不捕捉里面的恶魔。
3050373	嫦娥的发簪	在嫦娥觉醒新的力量后所配戴的发簪。\最大特征是上面的狛犬图案。
3050374	嫦娥的发簪	在嫦娥觉醒新的力量后所配戴的发簪。\最大特征是上面的狛犬图案。
3050375	嫦娥的发簪	在嫦娥觉醒新的力量后所配戴的发簪。\最大特征是上面的狛犬图案。
3050403	愤怒眼罩	狄蜜特的招牌眼罩。\戴上它可以抑制她的愤怒。
3050404	愤怒眼罩	狄蜜特的招牌眼罩。\戴上它可以抑制她的愤怒。
3050405	愤怒眼罩	狄蜜特的招牌眼罩。\戴上它可以抑制她的愤怒。
3050413	新娘之戒	伊菲斯父亲给她的传家宝。\戴上后就会发生不可思议的事。
3050414	新娘之戒	伊菲斯父亲给她的传家宝。\戴上后就会发生不可思议的事。
3050415	新娘之戒	伊菲斯父亲给她的传家宝。\戴上后就会发生不可思议的事。
3050423	赌徒的麦克风	真正的赌徒所用的手持麦克风。经济困难时差点被廉价出售。
3050424	赌徒的麦克风	真正的赌徒所用的手持麦克风。经济困难时差点被廉价出售。
3050425	赌徒的麦克风	真正的赌徒所用的手持麦克风。经济困难时差点被廉价出售。
3050433	鲜血领巾	带着刀锋的领巾，会割伤配戴者的身体。\这个设计是布丽姬的点子。
3050434	鲜血领巾	带着刀锋的领巾，会割伤配戴者的身体。\这个设计是布丽姬的点子。
3050435	鲜血领巾	带着刀锋的领巾，会割伤配戴者的身体。\这个设计是布丽姬的点子。
3050443	骷髅念珠	展现丽塔狂热的乌木念珠，原型是她契约者的念珠。
3050444	骷髅念珠	展现丽塔狂热的乌木念珠，原型是她契约者的念珠。
3050445	骷髅念珠	展现丽塔狂热的乌木念珠，原型是她契约者的念珠。
3050453	空虚王冠	蕴含奇异魔力的王冠。
3050454	空虚王冠	蕴含奇异魔力的王冠。
3050455	空虚王冠	蕴含奇异魔力的王冠。
3050463	玻璃念珠	巴托里从某位女孩那收到的念珠。\里面充满了两人共同的回忆。
3050464	玻璃念珠	巴托里从某位女孩那收到的念珠。\里面充满了两人共同的回忆。
3050465	玻璃念珠	巴托里从某位女孩那收到的念珠。\里面充满了两人共同的回忆。
3050473	大奖花环	大娱乐家奖赢家的奖励花环。\不知道新地狱之花是怎么弄到它的
3050474	大奖花环	大娱乐家奖赢家的奖励花环。\不知道新地狱之花是怎么弄到它的
3050475	大奖花环	大娱乐家奖赢家的奖励花环。\不知道新地狱之花是怎么弄到它的
3050483	流行靴	设计时尚的靴子\，帮助亚里亚以最好的状态演出。
3050484	流行靴	设计时尚的靴子\，帮助亚里亚以最好的状态演出。
3050485	流行靴	设计时尚的靴子\，帮助亚里亚以最好的状态演出。
3050493	新年福袋	里面包着的是希望还是绝望呢……\如果是现金就好了……
3050494	新年福袋	里面包着的是希望还是绝望呢……\如果是现金就好了……
3050495	新年福袋	里面包着的是希望还是绝望呢……\如果是现金就好了……
3050503	黛娜的坠饰	充满黛娜祝福的十字坠饰。
3050504	黛娜的坠饰	充满黛娜祝福的十字坠饰。
3050505	黛娜的坠饰	充满黛娜祝福的十字坠饰。
3050523	缎带头饰	沃丹最喜欢的头带。\比起束发功能，它更注重可爱的外形。
3050524	缎带头饰	沃丹最喜欢的头带。\比起束发功能，它更注重可爱的外形。
3050525	缎带头饰	沃丹最喜欢的头带。\比起束发功能，它更注重可爱的外形。
3050533	丽莫斯的围嘴儿	能有效地接住甜甜圈碎屑。
3050534	丽莫斯的围嘴儿	能有效地接住甜甜圈碎屑。
3050535	丽莫斯的围嘴儿	能有效地接住甜甜圈碎屑。
3050543	大魔术师之帽	奈茵的遮阳帽。\不仅有黑暗大战的痕迹，还有猫毛。
3050544	大魔术师之帽	奈茵的遮阳帽。\不仅有黑暗大战的痕迹，还有猫毛。
3050545	大魔术师之帽	奈茵的遮阳帽。\不仅有黑暗大战的痕迹，还有猫毛。
