// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	เส้นผมที่สาบสูญ	เส้นผมทุกเส้นทุกส่วนมีร่องรอยของจิตวิญญาณอยู่ในนั้น
2050213	ชุดดำน้ำ	ซื้อไว้เพื่อเตรียมตัวสำหรับศึกใต้น้ำ\อาจทำให้อบอุ่นได้มากกว่าที่คิด
2050214	ชุดดำน้ำ	ซื้อไว้เพื่อเตรียมตัวสำหรับศึกใต้น้ำ\อาจทำให้อบอุ่นได้มากกว่าที่คิด
2050215	ชุดดำน้ำ	ซื้อไว้เพื่อเตรียมตัวสำหรับศึกใต้น้ำ\อาจทำให้อบอุ่นได้มากกว่าที่คิด
2050283	ชุดตัดเฉพาะบุคคล	ชุดเมดแบบคลาสสิค ป้องกันกระสุนได้สมบูรณ์แบบ\ผลิตขึ้นและเสริมความแข็งแกร่งเป็นพิเศษสำหรับเมดนักสู้โดยเฉพาะ
2050284	ชุดตัดเฉพาะบุคคล	ชุดเมดแบบคลาสสิค ป้องกันกระสุนได้สมบูรณ์แบบ\ผลิตขึ้นและเสริมความแข็งแกร่งเป็นพิเศษสำหรับเมดนักสู้โดยเฉพาะ
2050285	ชุดตัดเฉพาะบุคคล	ชุดเมดแบบคลาสสิค ป้องกันกระสุนได้สมบูรณ์แบบ\ผลิตขึ้นและเสริมความแข็งแกร่งเป็นพิเศษสำหรับเมดนักสู้โดยเฉพาะ
2050293	เสื้อคลุมที่งดงาม	ชุดโบราณที่สวมใส่ในต่างประเทศ\หากคุณต้องการโดดเด่นในเมือง ขอแนะนำให้สวมใส่ชุดนี้
2050294	เสื้อคลุมที่งดงาม	ชุดโบราณที่สวมใส่ในต่างประเทศ\หากคุณต้องการโดดเด่นในเมือง ขอแนะนำให้สวมใส่ชุดนี้
2050295	เสื้อคลุมที่งดงาม	ชุดโบราณที่สวมใส่ในต่างประเทศ\หากคุณต้องการโดดเด่นในเมือง ขอแนะนำให้สวมใส่ชุดนี้
2050313	ถุงมือของนักเล่นแร่แปรธาตุ	ถุงมือที่ผ่านการทดลองทางวิทยาศาสตร์\ห้ามทำขาด ทำเสียรูป ล้าง หรือนำไปใช้ใกล้ๆ เปลวไฟ
2050314	ถุงมือของนักเล่นแร่แปรธาตุ	ถุงมือที่ผ่านการทดลองทางวิทยาศาสตร์\ห้ามทำขาด ทำเสียรูป ล้าง หรือนำไปใช้ใกล้ๆ เปลวไฟ
2050315	ถุงมือของนักเล่นแร่แปรธาตุ	ถุงมือที่ผ่านการทดลองทางวิทยาศาสตร์\ห้ามทำขาด ทำเสียรูป ล้าง หรือนำไปใช้ใกล้ๆ เปลวไฟ
2050323	หมวกซานต้า	พบดีเอ็นเอตรงกับเรนเดียร์ที่หายไป\ในหมวกของซานต้า
2050324	หมวกซานต้า	พบดีเอ็นเอตรงกับเรนเดียร์ที่หายไป\ในหมวกของซานต้า
2050325	หมวกซานต้า	พบดีเอ็นเอตรงกับเรนเดียร์ที่หายไป\ในหมวกของซานต้า
2050343	หมวกแห่งความโกรธ	หมวกพยาบาลของดีมีเทอร์ต้านทานแม้กระทั่งความโกรธที่เดือดดาล
2050344	หมวกแห่งความโกรธ	หมวกพยาบาลของดีมีเทอร์ต้านทานแม้กระทั่งความโกรธที่เดือดดาล
2050345	หมวกแห่งความโกรธ	หมวกพยาบาลของดีมีเทอร์ต้านทานแม้กระทั่งความโกรธที่เดือดดาล
2050363	ผ้าคลุมผมดอกไม้	ผ้าคลุมผมเจ้าสาวซึ่งตกแต่งด้วยดอกไม้แห้ง
2050364	ผ้าคลุมผมดอกไม้	ผ้าคลุมผมเจ้าสาวซึ่งตกแต่งด้วยดอกไม้แห้ง
2050365	ผ้าคลุมผมดอกไม้	ผ้าคลุมผมเจ้าสาวซึ่งตกแต่งด้วยดอกไม้แห้ง
2050373	สนับเข่า	อุปกรณ์พยุงเข่าของอิโซลด์ ผลิตโดยแชนแนลอีวิล ทำจากยางนีโอพรีนชนิดพิเศษ
2050374	สนับเข่า	อุปกรณ์พยุงเข่าของอิโซลด์ ผลิตโดยแชนแนลอีวิล ทำจากยางนีโอพรีนชนิดพิเศษ
2050375	สนับเข่า	อุปกรณ์พยุงเข่าของอิโซลด์ ผลิตโดยแชนแนลอีวิล ทำจากยางนีโอพรีนชนิดพิเศษ
2050383	ชุดสีแดงเข้ม	ชุดลายกุหลาบสำหรับบริจิด\มีกลิ่นเลือดจางๆ
2050384	ชุดสีแดงเข้ม	ชุดลายกุหลาบสำหรับบริจิด\มีกลิ่นเลือดจางๆ
2050385	ชุดสีแดงเข้ม	ชุดลายกุหลาบสำหรับบริจิด\มีกลิ่นเลือดจางๆ
2050393	ผ้าคลุมหน้าพิธีไล่ปีศาจ	ผ้าคลุมหน้าที่ริต้าใช้ในพิธีไล่ปีศาจ สำหรับล่อปีศาจเข้าสู่อ้อมกอดที่มืดมิดยิ่งกว่า
2050394	ผ้าคลุมหน้าพิธีไล่ปีศาจ	ผ้าคลุมหน้าที่ริต้าใช้ในพิธีไล่ปีศาจ สำหรับล่อปีศาจเข้าสู่อ้อมกอดที่มืดมิดยิ่งกว่า
2050395	ผ้าคลุมหน้าพิธีไล่ปีศาจ	ผ้าคลุมหน้าที่ริต้าใช้ในพิธีไล่ปีศาจ สำหรับล่อปีศาจเข้าสู่อ้อมกอดที่มืดมิดยิ่งกว่า
2050403	เสื้อผ้าสีดำแห่งความโศกเศร้า	ชุดสีดำสนิทที่ปล่อยพลังเวทมนตร์อันน่าสงสัย
2050404	เสื้อผ้าสีดำแห่งความโศกเศร้า	ชุดสีดำสนิทที่ปล่อยพลังเวทมนตร์อันน่าสงสัย
2050405	เสื้อผ้าสีดำแห่งความโศกเศร้า	ชุดสีดำสนิทที่ปล่อยพลังเวทมนตร์อันน่าสงสัย
2050413	เดรสทรงบัสเซิล	เดรสกอทิกทรงบัสเซิล\ที่เหมาะกับรสนิยมของบาโทรีเป็นที่สุด
2050414	เดรสทรงบัสเซิล	เดรสกอทิกทรงบัสเซิล\ที่เหมาะกับรสนิยมของบาโทรีเป็นที่สุด
2050415	เดรสทรงบัสเซิล	เดรสกอทิกทรงบัสเซิล\ที่เหมาะกับรสนิยมของบาโทรีเป็นที่สุด
2050423	เสื้อคลุมแบบตัดเองที่ได้รับการสนับสนุน	งานชิ้นทดลองโดยนักออกแบบชื่อดัง\สนับสนุนโดยเซเลบนาตาลิส
2050424	เสื้อคลุมแบบตัดเองที่ได้รับการสนับสนุน	งานชิ้นทดลองโดยนักออกแบบชื่อดัง\สนับสนุนโดยเซเลบนาตาลิส
2050425	เสื้อคลุมแบบตัดเองที่ได้รับการสนับสนุน	งานชิ้นทดลองโดยนักออกแบบชื่อดัง\สนับสนุนโดยเซเลบนาตาลิส
2050433	เดรสสีรุ้ง	ชุดแสดงคอนเสิร์ตของอาเรีย\การออกแบบที่แสดงถึงความฝัน ความหลงใหล และความพยายามอย่างหนักของเธอ
2050434	เดรสสีรุ้ง	ชุดแสดงคอนเสิร์ตของอาเรีย\การออกแบบที่แสดงถึงความฝัน ความหลงใหล และความพยายามอย่างหนักของเธอ
2050435	เดรสสีรุ้ง	ชุดแสดงคอนเสิร์ตของอาเรีย\การออกแบบที่แสดงถึงความฝัน ความหลงใหล และความพยายามอย่างหนักของเธอ
2050443	ชุดปีใหม่แบบดั้งเดิม	สุขสันต์วันปีใหม่!\เสื้อผ้าวันปีใหม่แบบดั้งเดิมที่จัดเตรียมไว้อย่างตั้งใจ
2050444	ชุดปีใหม่แบบดั้งเดิม	สุขสันต์วันปีใหม่!\เสื้อผ้าวันปีใหม่แบบดั้งเดิมที่จัดเตรียมไว้อย่างตั้งใจ
2050445	ชุดปีใหม่แบบดั้งเดิม	สุขสันต์วันปีใหม่!\เสื้อผ้าวันปีใหม่แบบดั้งเดิมที่จัดเตรียมไว้อย่างตั้งใจ
2050453	มงกุฎของดาน่า	มงกุฎที่แสดงถึงความสูงส่งของดาน่า
2050454	มงกุฎของดาน่า	มงกุฎที่แสดงถึงความสูงส่งของดาน่า
2050455	มงกุฎของดาน่า	มงกุฎที่แสดงถึงความสูงส่งของดาน่า
2050473	แว่นตาของนักเล่นแร่แปรธาตุ	แว่นตาที่ใช้มองทุกสิ่งทุกอย่างได้ โดยใช้ได้ทั้งโหมดลดแสงสีฟ้าไปจนถึงโหมดกล้องจุลทรรศน์\แว่นตาสุดทันสมัยนี้ทำได้ทุกอย่าง
2050474	แว่นตาของนักเล่นแร่แปรธาตุ	แว่นตาที่ใช้มองทุกสิ่งทุกอย่างได้ โดยใช้ได้ทั้งโหมดลดแสงสีฟ้าไปจนถึงโหมดกล้องจุลทรรศน์\แว่นตาสุดทันสมัยนี้ทำได้ทุกอย่าง
2050475	แว่นตาของนักเล่นแร่แปรธาตุ	แว่นตาที่ใช้มองทุกสิ่งทุกอย่างได้ โดยใช้ได้ทั้งโหมดลดแสงสีฟ้าไปจนถึงโหมดกล้องจุลทรรศน์\แว่นตาสุดทันสมัยนี้ทำได้ทุกอย่าง
2050483	บิกินีของลิมอส	เครื่องป้องกันบิกินีที่ผลิตมาเพื่อลิมอสโดยเฉพาะ\ดูเหมือนว่าจะให้การปกป้องได้อย่างเพียงพอ...จากหลายๆ สิ่ง
2050484	บิกินีของลิมอส	เครื่องป้องกันบิกินีที่ผลิตมาเพื่อลิมอสโดยเฉพาะ\ดูเหมือนว่าจะให้การปกป้องได้อย่างเพียงพอ...จากหลายๆ สิ่ง
2050485	บิกินีของลิมอส	เครื่องป้องกันบิกินีที่ผลิตมาเพื่อลิมอสโดยเฉพาะ\ดูเหมือนว่าจะให้การปกป้องได้อย่างเพียงพอ...จากหลายๆ สิ่ง
2050493	ชุดต่อสู้ของมาโกโตะ	ชุดต่อสู้ของมาโกโตะ\ไม่เหมาะกับผู้ที่ไม่มีความมั่นใจหรือมีหน้าอกใหญ่โต
2050494	ชุดต่อสู้ของมาโกโตะ	ชุดต่อสู้ของมาโกโตะ\ไม่เหมาะกับผู้ที่ไม่มีความมั่นใจหรือมีหน้าอกใหญ่โต
2050495	ชุดต่อสู้ของมาโกโตะ	ชุดต่อสู้ของมาโกโตะ\ไม่เหมาะกับผู้ที่ไม่มีความมั่นใจหรือมีหน้าอกใหญ่โต
2050503	สายรัดของเคน	สายสะพายที่แสดงถึงการให้คำมั่นสัญญาในความดีงาม ความยากจนและความอ่อนน้อม
2050504	สายรัดของเคน	สายสะพายที่แสดงถึงการให้คำมั่นสัญญาในความดีงาม ความยากจนและความอ่อนน้อม
2050505	สายรัดของเคน	สายสะพายที่แสดงถึงการให้คำมั่นสัญญาในความดีงาม ความยากจนและความอ่อนน้อม
2050513	ชุดว่ายน้ำของบิลลี่	ชุดว่ายน้ำของมือปืนฉีดน้ำสำหรับใช้ในสงครามปืนฉีดน้ำ\ชุดนี้มีความยืดหยุ่นมากและกันน้ำได้อย่างดี
2050514	ชุดว่ายน้ำของบิลลี่	ชุดว่ายน้ำของมือปืนฉีดน้ำสำหรับใช้ในสงครามปืนฉีดน้ำ\ชุดนี้มีความยืดหยุ่นมากและกันน้ำได้อย่างดี
2050515	ชุดว่ายน้ำของบิลลี่	ชุดว่ายน้ำของมือปืนฉีดน้ำสำหรับใช้ในสงครามปืนฉีดน้ำ\ชุดนี้มีความยืดหยุ่นมากและกันน้ำได้อย่างดี
2050523	ชุดของเคอิโนะ	ชุดของเคอิโนะ\เป็นชุดที่เย็บด้วยมือล้วนๆ ไม่ได้ใช้จักรเย็บผ้าเลย
2050524	ชุดของเคอิโนะ	ชุดของเคอิโนะ\เป็นชุดที่เย็บด้วยมือล้วนๆ ไม่ได้ใช้จักรเย็บผ้าเลย
2050525	ชุดของเคอิโนะ	ชุดของเคอิโนะ\เป็นชุดที่เย็บด้วยมือล้วนๆ ไม่ได้ใช้จักรเย็บผ้าเลย
2050533	โบว์ของธีสเบ	โบว์สุดชิคเรืองแสงสีเงินด้าน
2050534	โบว์ของธีสเบ	โบว์สุดชิคเรืองแสงสีเงินด้าน
2050535	โบว์ของธีสเบ	โบว์สุดชิคเรืองแสงสีเงินด้าน
2050543	กางเกงในของผู้ชายอ้อนแอ้น	กางเกงในของวินเซนต์ผู้ลุ่มหลง
2050544	กางเกงในของผู้ชายอ้อนแอ้น	กางเกงในของวินเซนต์ผู้ลุ่มหลง
2050545	กางเกงในของผู้ชายอ้อนแอ้น	กางเกงในของวินเซนต์ผู้ลุ่มหลง
2050553	ชุดของไลมา	ชุดสุดพิเศษสำหรับไลมาซึ่งช่วยส่งเสริมความมีเสน่ห์ของนาง
2050554	ชุดของไลมา	ชุดสุดพิเศษสำหรับไลมาซึ่งช่วยส่งเสริมความมีเสน่ห์ของนาง
2050555	ชุดของไลมา	ชุดสุดพิเศษสำหรับไลมาซึ่งช่วยส่งเสริมความมีเสน่ห์ของนาง
2050563	เกราะพลังแห่งพุทธ	เกราะแขนซึ่งมอบพลังให้เอ็กโซซิสต์ผู้ผ่านการรู้แจ้งแล้ว
2050564	เกราะพลังแห่งพุทธ	เกราะแขนซึ่งมอบพลังให้เอ็กโซซิสต์ผู้ผ่านการรู้แจ้งแล้ว
2050565	เกราะพลังแห่งพุทธ	เกราะแขนซึ่งมอบพลังให้เอ็กโซซิสต์ผู้ผ่านการรู้แจ้งแล้ว
2050573	รัดเกล้าหมาป่าทองคำ	รัดเกล้าทองคำซึ่งวางขายให้คนมาก่อนได้ก่อน\มันจะช่วยเสริมความมั่นใจของผู้สวม
2050574	รัดเกล้าหมาป่าทองคำ	รัดเกล้าทองคำซึ่งวางขายให้คนมาก่อนได้ก่อน\มันจะช่วยเสริมความมั่นใจของผู้สวม
2050575	รัดเกล้าหมาป่าทองคำ	รัดเกล้าทองคำซึ่งวางขายให้คนมาก่อนได้ก่อน\มันจะช่วยเสริมความมั่นใจของผู้สวม
2050583	เสื้อกันหนาวขนเป็ด	เสื้อกันหนาวขนเป็ดสีขาวที่เอชูใส่ทุกวัน
2050584	เสื้อกันหนาวขนเป็ด	เสื้อกันหนาวขนเป็ดสีขาวที่เอชูใส่ทุกวัน
2050585	เสื้อกันหนาวขนเป็ด	เสื้อกันหนาวขนเป็ดสีขาวที่เอชูใส่ทุกวัน
2050593	ลูกไม้แสงจันทร์ม่วง	ชุดที่ไม่ปกปิดร่างกายมากนักแต่ให้พลังคุ้มครองเวทมนตร์\มันทำจากผ้าบางๆ ที่แสนเย้ายวน
2050594	ลูกไม้แสงจันทร์ม่วง	ชุดที่ไม่ปกปิดร่างกายมากนักแต่ให้พลังคุ้มครองเวทมนตร์\มันทำจากผ้าบางๆ ที่แสนเย้ายวน
2050595	ลูกไม้แสงจันทร์ม่วง	ชุดที่ไม่ปกปิดร่างกายมากนักแต่ให้พลังคุ้มครองเวทมนตร์\มันทำจากผ้าบางๆ ที่แสนเย้ายวน
2050603	เครื่องแบบพลหอกของอัศวิน	เครื่องแบบของอัศวินผู้เสี่ยงชีวิตเพื่อปกป้องมาสเตอร์
2050604	เครื่องแบบพลหอกของอัศวิน	เครื่องแบบของอัศวินผู้เสี่ยงชีวิตเพื่อปกป้องมาสเตอร์
2050605	เครื่องแบบพลหอกของอัศวิน	เครื่องแบบของอัศวินผู้เสี่ยงชีวิตเพื่อปกป้องมาสเตอร์
2050613	เสื้อฮู้ดของพาคเฮ็ต	เสื้อฮู้ดสีชมพูของพาคเฮ็ต\เหมาะกับการสวมใส่เพื่อให้ความอบอุ่น
2050614	เสื้อฮู้ดของพาคเฮ็ต	เสื้อฮู้ดสีชมพูของพาคเฮ็ต\เหมาะกับการสวมใส่เพื่อให้ความอบอุ่น
2050615	เสื้อฮู้ดของพาคเฮ็ต	เสื้อฮู้ดสีชมพูของพาคเฮ็ต\เหมาะกับการสวมใส่เพื่อให้ความอบอุ่น
2050623	ปลอกข้อมือสุดน่ารัก	ปลอกข้อมือติดลูกไม้\ซึ่งมีสีขาวบริสุทธิ์สะท้อนให้เห็นความใสซื่อบริสุทธิ์ของผู้สวม
2050624	ปลอกข้อมือสุดน่ารัก	ปลอกข้อมือติดลูกไม้\ซึ่งมีสีขาวบริสุทธิ์สะท้อนให้เห็นความใสซื่อบริสุทธิ์ของผู้สวม
2050625	ปลอกข้อมือสุดน่ารัก	ปลอกข้อมือติดลูกไม้\ซึ่งมีสีขาวบริสุทธิ์สะท้อนให้เห็นความใสซื่อบริสุทธิ์ของผู้สวม
2050633	เสื้อคลุมของพาลลาส	เสื้อคลุมที่ตัดเย็บมาสำหรับพาลลาส\ให้การเคลื่อนไหวอย่างคล่องแคล่ว เปี่ยมล้นไปด้วยทักษะความสามารถ
2050634	เสื้อคลุมของพาลลาส	เสื้อคลุมที่ตัดเย็บมาสำหรับพาลลาส\ให้การเคลื่อนไหวอย่างคล่องแคล่ว เปี่ยมล้นไปด้วยทักษะความสามารถ
2050635	เสื้อคลุมของพาลลาส	เสื้อคลุมที่ตัดเย็บมาสำหรับพาลลาส\ให้การเคลื่อนไหวอย่างคล่องแคล่ว เปี่ยมล้นไปด้วยทักษะความสามารถ
2050643	เสื้อแจ็คเก็ตที่สวมใส่สบาย	เสื้อแจ็คเก็ตแบบสั่งตัดของยูรอส\มีขนาดใหญ่เพื่อให้สวมใส่ได้อย่างสบาย
2050644	เสื้อแจ็คเก็ตที่สวมใส่สบาย	เสื้อแจ็คเก็ตแบบสั่งตัดของยูรอส\มีขนาดใหญ่เพื่อให้สวมใส่ได้อย่างสบาย
2050645	เสื้อแจ็คเก็ตที่สวมใส่สบาย	เสื้อแจ็คเก็ตแบบสั่งตัดของยูรอส\มีขนาดใหญ่เพื่อให้สวมใส่ได้อย่างสบาย
2050653	ชุดเดรสของเซเมเล่	ชุดเดรสสีขาวไร้ที่ติที่จะทำให้ผู้สวมใส่\ดูบริสุทธิ์ราวกับหิมะ
2050654	ชุดเดรสของเซเมเล่	ชุดเดรสสีขาวไร้ที่ติที่จะทำให้ผู้สวมใส่\ดูบริสุทธิ์ราวกับหิมะ
2050655	ชุดเดรสของเซเมเล่	ชุดเดรสสีขาวไร้ที่ติที่จะทำให้ผู้สวมใส่\ดูบริสุทธิ์ราวกับหิมะ
2050663	ชุดเคลือบ	นักข่าว A.I จากช่องแชนแนลอีวิล\ชุดสุดอนาจาร
2050664	ชุดเคลือบ	นักข่าว A.I จากช่องแชนแนลอีวิล\ชุดสุดอนาจาร
2050665	ชุดเคลือบ	นักข่าว A.I จากช่องแชนแนลอีวิล\ชุดสุดอนาจาร
2050673	กระโปรงพลีต	ชุดออกรายการของแรฟเฟิลส์\ซึ่งช่วยเสริมออร่าและความมีเสน่ห์ของนาง
2050674	กระโปรงพลีต	ชุดออกรายการของแรฟเฟิลส์\ซึ่งช่วยเสริมออร่าและความมีเสน่ห์ของนาง
2050675	กระโปรงพลีต	ชุดออกรายการของแรฟเฟิลส์\ซึ่งช่วยเสริมออร่าและความมีเสน่ห์ของนาง
2050693	ผ้าคลุมไหล่ของบาริ	ชุดโบราณของบาริซึ่งมีบรรยากาศลึกลับอยู่โดยรอบ\มันส่องแสงสีน้ำเงินในที่มืด
2050694	ผ้าคลุมไหล่ของบาริ	ชุดโบราณของบาริซึ่งมีบรรยากาศลึกลับอยู่โดยรอบ\มันส่องแสงสีน้ำเงินในที่มืด
2050695	ผ้าคลุมไหล่ของบาริ	ชุดโบราณของบาริซึ่งมีบรรยากาศลึกลับอยู่โดยรอบ\มันส่องแสงสีน้ำเงินในที่มืด
2050703	สายรัดชุมนุมบุปผา	สายรัดสีซากุระที่โปรยปรายใต้แสงจันทร์
2050704	สายรัดชุมนุมบุปผา	สายรัดสีซากุระที่โปรยปรายใต้แสงจันทร์
2050705	สายรัดชุมนุมบุปผา	สายรัดสีซากุระที่โปรยปรายใต้แสงจันทร์
2050713	เครื่องประดับศีรษะดอกไม้	เครื่องประดับศีรษะที่มอบความกล้าหาญให้รูซัลกา
2050714	เครื่องประดับศีรษะดอกไม้	เครื่องประดับศีรษะที่มอบความกล้าหาญให้รูซัลกา
2050715	เครื่องประดับศีรษะดอกไม้	เครื่องประดับศีรษะที่มอบความกล้าหาญให้รูซัลกา
2050723	บิกินีของฮาร์ปี	ชุดสั่งตัดพิเศษที่ทั้งสง่างาม\และทำให้เคลื่อนไหวได้สะดวก
2050724	บิกินีของฮาร์ปี	ชุดสั่งตัดพิเศษที่ทั้งสง่างาม\และทำให้เคลื่อนไหวได้สะดวก
2050725	บิกินีของฮาร์ปี	ชุดสั่งตัดพิเศษที่ทั้งสง่างาม\และทำให้เคลื่อนไหวได้สะดวก
2050733	ปีกมะเดื่ออุทุมพร	ปีกอันแข็งแกร่งที่เล็กเท่า\ดอกมะเดื่ออุทุมพร
2050734	ปีกมะเดื่ออุทุมพร	ปีกอันแข็งแกร่งที่เล็กเท่า\ดอกมะเดื่ออุทุมพร
2050735	ปีกมะเดื่ออุทุมพร	ปีกอันแข็งแกร่งที่เล็กเท่า\ดอกมะเดื่ออุทุมพร
2050743	มงกุฎเกาะอามอส	มงกุฎคือสัญลักษณ์ของนาง\วาจาของนางจะไม่มีวันถูกเพิกเฉย
2050744	มงกุฎเกาะอามอส	มงกุฎคือสัญลักษณ์ของนาง\วาจาของนางจะไม่มีวันถูกเพิกเฉย
2050745	มงกุฎเกาะอามอส	มงกุฎคือสัญลักษณ์ของนาง\วาจาของนางจะไม่มีวันถูกเพิกเฉย
2050753	DF1 สูท	เสื้อแจ็คเก็ตสั่งตัดพิเศษ\เพื่อช่วยปกป้องระหว่างแข่งรถ
2050754	DF1 สูท	เสื้อแจ็คเก็ตสั่งตัดพิเศษ\เพื่อช่วยปกป้องระหว่างแข่งรถ
2050755	DF1 สูท	เสื้อแจ็คเก็ตสั่งตัดพิเศษ\เพื่อช่วยปกป้องระหว่างแข่งรถ
2050763	ปีกของออโรร่า	ปีกที่ทำให้สามารถหนีจาก\ฝันร้ายที่น่าสยดสยองที่สุดได้
2050764	ปีกของออโรร่า	ปีกที่ทำให้สามารถหนีจาก\ฝันร้ายที่น่าสยดสยองที่สุดได้
2050765	ปีกของออโรร่า	ปีกที่ทำให้สามารถหนีจาก\ฝันร้ายที่น่าสยดสยองที่สุดได้
2050823	โล่แห่งโชค	โล่ของไททาเนีย มาสค็อตนำโชคที่นางแต่งตั้งขึ้นมาเอง ช่วยปัดเป่าความโชคร้ายทั้งหมดออกไป
2050824	โล่แห่งโชค	โล่ของไททาเนีย มาสค็อตนำโชคที่นางแต่งตั้งขึ้นมาเอง ช่วยปัดเป่าความโชคร้ายทั้งหมดออกไป
2050825	โล่แห่งโชค	โล่ของไททาเนีย มาสค็อตนำโชคที่นางแต่งตั้งขึ้นมาเอง ช่วยปัดเป่าความโชคร้ายทั้งหมดออกไป
2050833	ภาพลวงตาหงส์ไฟ	กี่เพ้าที่ดูคล้ายกับหงส์ไฟโผบิน
2050834	ภาพลวงตาหงส์ไฟ	กี่เพ้าที่ดูคล้ายกับหงส์ไฟโผบิน
2050835	ภาพลวงตาหงส์ไฟ	กี่เพ้าที่ดูคล้ายกับหงส์ไฟโผบิน
2050843	โล่โรสเลนตา	หากมีคำสาปใดมาที่เจ้า ข้าจะขอรับไว้เอง
2050844	โล่โรสเลนตา	หากมีคำสาปใดมาที่เจ้า ข้าจะขอรับไว้เอง
2050845	โล่โรสเลนตา	หากมีคำสาปใดมาที่เจ้า ข้าจะขอรับไว้เอง
2050853	เสื้อผ้าส่วนบนของโมนา	เสื้อผ้าส่วนบนที่โมนาดัดแปลง\สำหรับใช้ในการต่อสู้ได้ดียิ่งขึ้น
2050854	เสื้อผ้าส่วนบนของโมนา	เสื้อผ้าส่วนบนที่โมนาดัดแปลง\สำหรับใช้ในการต่อสู้ได้ดียิ่งขึ้น
2050855	เสื้อผ้าส่วนบนของโมนา	เสื้อผ้าส่วนบนที่โมนาดัดแปลง\สำหรับใช้ในการต่อสู้ได้ดียิ่งขึ้น
2050863	ผ้าหมงสึ	ผ้าที่อรหันต์ใส่เพื่อปิดบังใบหน้าของเธอ\เธอมักจะพกมันไว้รอบๆ เอว
2050864	ผ้าหมงสึ	ผ้าที่อรหันต์ใส่เพื่อปิดบังใบหน้าของเธอ\เธอมักจะพกมันไว้รอบๆ เอว
2050865	ผ้าหมงสึ	ผ้าที่อรหันต์ใส่เพื่อปิดบังใบหน้าของเธอ\เธอมักจะพกมันไว้รอบๆ เอว
2050883	ส้นรองเท้าแห่งความพยายาม	เธอสามารถออกแบบท่าเต้นใดๆ ได้หมด\ส้นสูงของเนปจูน♥ สะท้อนให้เห็นถึงประกายแห่งความพยายาม
2050884	ส้นรองเท้าแห่งความพยายาม	เธอสามารถออกแบบท่าเต้นใดๆ ได้หมด\ส้นสูงของเนปจูน♥ สะท้อนให้เห็นถึงประกายแห่งความพยายาม
2050885	ส้นรองเท้าแห่งความพยายาม	เธอสามารถออกแบบท่าเต้นใดๆ ได้หมด\ส้นสูงของเนปจูน♥ สะท้อนให้เห็นถึงประกายแห่งความพยายาม
2050893	เกราะผ้าของอีฟ	เกราะที่ปกป้องศักดิ์ศรีของปีศาจอีฟ ทำจากผ้าพิเศษ
2050894	เกราะผ้าของอีฟ	เกราะที่ปกป้องศักดิ์ศรีของปีศาจอีฟ ทำจากผ้าพิเศษ
2050895	เกราะผ้าของอีฟ	เกราะที่ปกป้องศักดิ์ศรีของปีศาจอีฟ ทำจากผ้าพิเศษ
2050903	หมวกปีกกว้างสุดน่ารัก	หมวกปีกกว้างขนาดใหญ่\ที่บดบังทุกอย่าง
2050904	หมวกปีกกว้างสุดน่ารัก	หมวกปีกกว้างขนาดใหญ่\ที่บดบังทุกอย่าง
2050905	หมวกปีกกว้างสุดน่ารัก	หมวกปีกกว้างขนาดใหญ่\ที่บดบังทุกอย่าง
2050913	กระโปรงของยูนา	กระโปรงสุดสวยที่ห่อรอบๆ ตัวเธอ\ช่วยสร้างโล่พอง
2050914	กระโปรงของยูนา	กระโปรงสุดสวยที่ห่อรอบๆ ตัวเธอ\ช่วยสร้างโล่พอง
2050915	กระโปรงของยูนา	กระโปรงสุดสวยที่ห่อรอบๆ ตัวเธอ\ช่วยสร้างโล่พอง
2050923	ชุดเครื่องแบบของอาร์ทีมีเซีย	ชุดเครื่องแบบการต่อสู้พิเศษที่สร้างขึ้นมาเพื่อต้านทานแม้กระทั่งกระสุนปืนต่อเนื่อง
2050924	ชุดเครื่องแบบของอาร์ทีมีเซีย	ชุดเครื่องแบบการต่อสู้พิเศษที่สร้างขึ้นมาเพื่อต้านทานแม้กระทั่งกระสุนปืนต่อเนื่อง
2050925	ชุดเครื่องแบบของอาร์ทีมีเซีย	ชุดเครื่องแบบการต่อสู้พิเศษที่สร้างขึ้นมาเพื่อต้านทานแม้กระทั่งกระสุนปืนต่อเนื่อง
2050933	เสื้อโค้ทที่สมบูรณ์แบบ	เสื้อโค้ทของโวแดนที่ทำจากวัสดุพิเศษ\เพื่อปกป้องร่างกายอย่างสมบูรณ์แบบระหว่างการต่อสู้
2050934	เสื้อโค้ทที่สมบูรณ์แบบ	เสื้อโค้ทของโวแดนที่ทำจากวัสดุพิเศษ\เพื่อปกป้องร่างกายอย่างสมบูรณ์แบบระหว่างการต่อสู้
2050935	เสื้อโค้ทที่สมบูรณ์แบบ	เสื้อโค้ทของโวแดนที่ทำจากวัสดุพิเศษ\เพื่อปกป้องร่างกายอย่างสมบูรณ์แบบระหว่างการต่อสู้
2050943	แขนเสื้อลาซิ	แขนเสื้อที่ทำจากผ้าชนิดพิเศษ\เพื่อปกป้องแขนจากฟันนักล่าที่แหลมที่สุด
2050944	แขนเสื้อลาซิ	แขนเสื้อที่ทำจากผ้าชนิดพิเศษ\เพื่อปกป้องแขนจากฟันนักล่าที่แหลมที่สุด
